,AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,PINCP
12661,57.0,1.0,16.0,1.0,1,30.0,0.0,42.0,0,1,0
5623,36.0,1.0,14.0,5.0,2,6.0,2.0,30.0,0,1,0
1407,38.0,7.0,18.0,1.0,1,6.0,1.0,40.0,1,1,1
3127,27.0,1.0,19.0,5.0,2,32.0,0.0,60.0,1,1,1
10026,64.0,6.0,20.0,1.0,0,303.0,1.0,35.0,0,0,0
3640,23.0,1.0,14.0,5.0,3,207.0,17.0,20.0,1,0,0
1738,67.0,2.0,22.0,1.0,0,136.0,0.0,40.0,1,1,1
11758,81.0,1.0,21.0,5.0,1,49.0,2.0,40.0,0,1,0
6641,18.0,1.0,15.0,5.0,3,49.0,4.0,35.0,1,1,0
1626,48.0,1.0,21.0,1.0,2,49.0,0.0,65.0,1,1,1
4460,61.0,1.0,20.0,3.0,4,49.0,0.0,40.0,1,1,1
12288,24.0,1.0,16.0,1.0,4,42.0,0.0,24.0,0,1,0
10964,17.0,1.0,17.0,5.0,2,49.0,2.0,40.0,1,1,0
8080,51.0,1.0,21.0,1.0,3,313.0,1.0,60.0,1,0,0
11543,19.0,1.0,16.0,5.0,2,49.0,2.0,20.0,0,1,0
4590,32.0,2.0,16.0,1.0,0,49.0,1.0,40.0,1,0,1
4352,34.0,1.0,18.0,1.0,3,4.0,1.0,40.0,1,1,1
6613,46.0,1.0,21.0,1.0,0,49.0,0.0,45.0,1,1,1
10798,38.0,6.0,16.0,1.0,0,49.0,1.0,40.0,0,1,0
10957,42.0,2.0,19.0,3.0,2,49.0,2.0,40.0,0,1,0
7047,25.0,1.0,16.0,1.0,2,370.0,1.0,50.0,0,1,0
12958,51.0,1.0,20.0,1.0,2,48.0,0.0,40.0,0,1,0
6640,29.0,1.0,21.0,1.0,1,6.0,0.0,25.0,1,1,1
5052,25.0,1.0,20.0,1.0,0,49.0,1.0,25.0,0,1,0
6474,33.0,6.0,19.0,1.0,1,49.0,1.0,40.0,0,1,0
4855,46.0,1.0,22.0,1.0,0,49.0,0.0,45.0,1,1,1
3721,48.0,1.0,18.0,3.0,2,49.0,0.0,40.0,0,1,0
1872,47.0,1.0,21.0,1.0,2,16.0,0.0,25.0,1,1,0
4292,44.0,1.0,19.0,3.0,2,49.0,0.0,70.0,1,1,1
8805,24.0,1.0,14.0,5.0,1,6.0,2.0,40.0,0,1,0
7477,39.0,3.0,20.0,1.0,1,49.0,0.0,40.0,0,1,1
7670,49.0,1.0,24.0,1.0,0,49.0,0.0,45.0,1,1,1
5305,39.0,1.0,21.0,1.0,0,49.0,1.0,40.0,0,1,1
849,55.0,1.0,21.0,1.0,2,49.0,1.0,40.0,1,1,1
7088,17.0,1.0,18.0,5.0,1,53.0,2.0,40.0,0,1,0
3762,51.0,3.0,16.0,3.0,1,49.0,0.0,22.0,0,0,0
6315,38.0,1.0,16.0,1.0,3,49.0,1.0,50.0,1,1,1
3195,37.0,7.0,24.0,1.0,0,49.0,1.0,50.0,0,1,1
3225,66.0,4.0,18.0,1.0,0,49.0,0.0,58.0,1,1,1
4273,24.0,7.0,21.0,1.0,0,49.0,7.0,20.0,1,1,0
7823,60.0,1.0,21.0,1.0,0,6.0,1.0,40.0,1,1,1
2052,44.0,3.0,9.0,1.0,3,16.0,0.0,30.0,0,0,1
8444,32.0,2.0,21.0,1.0,0,4.0,1.0,50.0,1,1,1
2546,40.0,1.0,21.0,1.0,0,16.0,1.0,1.0,1,1,0
903,17.0,1.0,18.0,5.0,1,25.0,17.0,40.0,0,1,0
2038,31.0,1.0,16.0,1.0,2,49.0,0.0,25.0,0,1,0
4406,35.0,1.0,20.0,1.0,3,49.0,1.0,45.0,0,1,1
7517,42.0,3.0,21.0,1.0,0,49.0,1.0,20.0,0,1,0
9242,57.0,1.0,19.0,2.0,2,49.0,0.0,32.0,0,1,0
8618,36.0,1.0,16.0,5.0,2,56.0,12.0,15.0,0,1,0
10812,26.0,1.0,21.0,5.0,0,49.0,0.0,40.0,1,1,1
3223,59.0,1.0,19.0,5.0,4,16.0,2.0,20.0,1,1,0
